alarm_id,timestamp,source_system,host,service,severity,alarm_type,message,veri_merkezi,kabin,ortam,incident_id
ALM-10419,2026-06-03T02:26:51,Prometheus,ao-020-billing,billing-service,4,http_5xx,HTTP 5xx hata orani yuzde 66 seviyesine cikti,dc2,rack-C,prod,HIST-2026-002
ALM-10445,2026-06-03T02:27:00,SyslogNG,ao-018-billing,billing-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 81",dc2,rack-A,prod,HIST-2026-002
ALM-10325,2026-06-03T02:27:03,Prometheus,ao-035-billing,billing-db,4,latency_high,"Yanit suresi p99 esigi asti, 921 ms",dc1,rack-C,prod,HIST-2026-002
ALM-10470,2026-06-03T02:27:06,AppDynamics,ao-026-payment,payment-service,3,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 103",dc2,rack-C,prod,HIST-2026-002
ALM-10508,2026-06-03T02:27:07,SyslogNG,ao-006-mobile,mobile-bff,1,ntp_drift,Saat sapmasi 792 ms,dc2,rack-A,prod,HIST-2026-002
ALM-10351,2026-06-03T02:27:09,SyslogNG,ao-027-order,order-service,3,http_5xx,HTTP 5xx hata orani yuzde 43 seviyesine cikti,dc1,rack-A,prod,HIST-2026-002
ALM-10440,2026-06-03T02:27:18,Zabbix,ao-018-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 74",dc2,rack-A,prod,HIST-2026-002
ALM-10313,2026-06-03T02:27:19,AppDynamics,ao-018-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 81",dc2,rack-A,prod,HIST-2026-002
ALM-10328,2026-06-03T02:27:21,OBM,ao-026-payment,payment-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (239 ms),dc2,rack-C,prod,HIST-2026-002
ALM-10458,2026-06-03T02:27:21,Prometheus,ao-035-billing,billing-db,4,txn_fail,"Islem basarisiz, hata orani yuzde 89",dc1,rack-C,prod,HIST-2026-002
ALM-10385,2026-06-03T02:27:22,Prometheus,ao-023-charging,charging-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc1,rack-C,prod,HIST-2026-002
ALM-10529,2026-06-03T02:27:25,Zabbix,ao-055-sms,sms-gateway,2,cert_expiry,Sertifika 45 gun icinde suresi dolacak,dc1,rack-B,prod,HIST-2026-002
ALM-10405,2026-06-03T02:27:33,Prometheus,ao-023-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (165 ms),dc1,rack-C,prod,HIST-2026-002
ALM-10476,2026-06-03T02:27:56,Prometheus,ao-034-billing,billing-db,5,txn_fail,"Islem basarisiz, hata orani yuzde 92",dc2,rack-B,prod,HIST-2026-002
ALM-10531,2026-06-03T02:28:00,AppDynamics,ao-048-batch,batch-scheduler,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 80 dolu",dc2,rack-A,prod,HIST-2026-002
ALM-10350,2026-06-03T02:28:03,Zabbix,ao-021-charging,charging-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 97",dc1,rack-A,prod,HIST-2026-002
ALM-10396,2026-06-03T02:28:19,OBM,ao-021-charging,charging-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 85",dc1,rack-A,prod,HIST-2026-002
ALM-10521,2026-06-03T02:28:24,SyslogNG,ao-052-payment,payment-provider-gw,1,backup_warn,Yedekleme 28 dakika gecikmeli,dc2,rack-B,prod,HIST-2026-002
ALM-10525,2026-06-03T02:28:36,SyslogNG,ao-005-mobile,mobile-bff,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 106 saniye",dc1,rack-C,prod,HIST-2026-002
ALM-10370,2026-06-03T02:28:46,Zabbix,ao-035-billing,billing-db,4,txn_fail,"Islem basarisiz, hata orani yuzde 83",dc1,rack-C,prod,HIST-2026-002
ALM-10374,2026-06-03T02:28:46,AppDynamics,ao-020-billing,billing-service,4,latency_high,"Yanit suresi p99 esigi asti, 730 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10386,2026-06-03T02:28:47,Zabbix,ao-049-invoice,invoice-batch,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc1,rack-B,prod,HIST-2026-002
ALM-10358,2026-06-03T02:28:54,OBM,ao-021-charging,charging-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 83",dc1,rack-A,prod,HIST-2026-002
ALM-10332,2026-06-03T02:28:55,OBM,ao-023-charging,charging-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc1,rack-C,prod,HIST-2026-002
ALM-10392,2026-06-03T02:29:05,SyslogNG,ao-025-payment,payment-service,5,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 82",dc1,rack-B,prod,HIST-2026-002
ALM-10417,2026-06-03T02:29:05,Prometheus,ao-028-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 89",dc2,rack-B,prod,HIST-2026-002
ALM-10360,2026-06-03T02:29:24,SyslogNG,ao-022-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 849 ms",dc2,rack-B,prod,HIST-2026-002
ALM-10318,2026-06-03T02:29:29,SyslogNG,ao-036-billing,billing-db,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (252 ms),dc2,rack-A,prod,HIST-2026-002
ALM-10377,2026-06-03T02:29:31,OBM,ao-025-payment,payment-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (173 ms),dc1,rack-B,prod,HIST-2026-002
ALM-10431,2026-06-03T02:29:32,Prometheus,ao-026-payment,payment-service,3,latency_high,"Yanit suresi p99 esigi asti, 702 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10478,2026-06-03T02:29:42,SyslogNG,ao-020-billing,billing-service,3,latency_high,"Yanit suresi p99 esigi asti, 1130 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10403,2026-06-03T02:29:44,AppDynamics,ao-027-order,order-service,4,latency_high,"Yanit suresi p99 esigi asti, 912 ms",dc1,rack-A,prod,HIST-2026-002
ALM-10315,2026-06-03T02:29:55,OBM,ao-036-billing,billing-db,5,txn_fail,"Islem basarisiz, hata orani yuzde 76",dc2,rack-A,prod,HIST-2026-002
ALM-10475,2026-06-03T02:29:59,Zabbix,ao-025-payment,payment-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu IO-ENOSPC",dc1,rack-B,prod,HIST-2026-002
ALM-10359,2026-06-03T02:30:00,Prometheus,ao-021-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 870 ms",dc1,rack-A,prod,HIST-2026-002
ALM-10483,2026-06-03T02:30:01,OBM,ao-018-billing,billing-service,4,latency_high,"Yanit suresi p99 esigi asti, 764 ms",dc2,rack-A,prod,HIST-2026-002
ALM-10437,2026-06-03T02:30:26,SyslogNG,ao-025-payment,payment-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu IO-ENOSPC",dc1,rack-B,prod,HIST-2026-002
ALM-10488,2026-06-03T02:30:29,Prometheus,ao-024-payment,payment-service,3,latency_high,"Yanit suresi p99 esigi asti, 690 ms",dc2,rack-A,prod,HIST-2026-002
ALM-10320,2026-06-03T02:30:40,Prometheus,ao-023-charging,charging-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 87",dc1,rack-C,prod,HIST-2026-002
ALM-10524,2026-06-03T02:30:40,AppDynamics,ao-016-subscriber,subscriber-service,1,ntp_drift,Saat sapmasi 566 ms,dc2,rack-B,prod,HIST-2026-002
ALM-10364,2026-06-03T02:30:43,SyslogNG,ao-028-order,order-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 85",dc2,rack-B,prod,HIST-2026-002
ALM-10434,2026-06-03T02:30:44,Prometheus,ao-021-charging,charging-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu IO-ENOSPC",dc1,rack-A,prod,HIST-2026-002
ALM-10341,2026-06-03T02:30:47,SyslogNG,ao-023-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (119 ms),dc1,rack-C,prod,HIST-2026-002
ALM-10353,2026-06-03T02:30:49,Prometheus,ao-035-billing,billing-db,4,txn_fail,"Islem basarisiz, hata orani yuzde 85",dc1,rack-C,prod,HIST-2026-002
ALM-10391,2026-06-03T02:30:56,OBM,ao-022-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 891 ms",dc2,rack-B,prod,HIST-2026-002
ALM-10473,2026-06-03T02:30:58,Zabbix,ao-026-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 818 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10361,2026-06-03T02:31:01,Prometheus,ao-020-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 90",dc2,rack-C,prod,HIST-2026-002
ALM-10523,2026-06-03T02:31:10,Prometheus,ao-005-mobile,mobile-bff,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 93 saniye",dc1,rack-C,prod,HIST-2026-002
ALM-10407,2026-06-03T02:31:13,Prometheus,ao-027-order,order-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu ORA-19502",dc1,rack-A,prod,HIST-2026-002
ALM-10464,2026-06-03T02:31:15,AppDynamics,ao-035-billing,billing-db,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu ORA-19502",dc1,rack-C,prod,HIST-2026-002
ALM-10511,2026-06-03T02:31:35,Prometheus,ao-048-batch,batch-scheduler,2,backup_warn,Yedekleme 42 dakika gecikmeli,dc2,rack-A,prod,HIST-2026-002
ALM-10463,2026-06-03T02:31:46,OBM,ao-028-order,order-service,3,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 110",dc2,rack-B,prod,HIST-2026-002
ALM-10467,2026-06-03T02:31:49,AppDynamics,ao-034-billing,billing-db,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu ORA-19502",dc2,rack-B,prod,HIST-2026-002
ALM-10362,2026-06-03T02:31:51,SyslogNG,ao-027-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 95",dc1,rack-A,prod,HIST-2026-002
ALM-10430,2026-06-03T02:31:52,AppDynamics,ao-034-billing,billing-db,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc2,rack-B,prod,HIST-2026-002
ALM-10345,2026-06-03T02:32:05,AppDynamics,ao-025-payment,payment-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 85",dc1,rack-B,prod,HIST-2026-002
ALM-10499,2026-06-03T02:32:09,AppDynamics,ao-019-billing,billing-service,5,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (254 ms),dc1,rack-B,prod,HIST-2026-002
ALM-10482,2026-06-03T02:32:17,AppDynamics,ao-018-billing,billing-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu ORA-19502",dc2,rack-A,prod,HIST-2026-002
ALM-10365,2026-06-03T02:32:36,Zabbix,ao-018-billing,billing-service,4,latency_high,"Yanit suresi p99 esigi asti, 729 ms",dc2,rack-A,prod,HIST-2026-002
ALM-10480,2026-06-03T02:32:43,OBM,ao-020-billing,billing-service,3,latency_high,"Yanit suresi p99 esigi asti, 1082 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10500,2026-06-03T02:32:50,AppDynamics,ao-023-charging,charging-service,4,http_5xx,HTTP 5xx hata orani yuzde 21 seviyesine cikti,dc1,rack-C,prod,HIST-2026-002
ALM-10317,2026-06-03T02:33:00,OBM,ao-024-payment,payment-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu ORA-19502",dc2,rack-A,prod,HIST-2026-002
ALM-10456,2026-06-03T02:33:09,SyslogNG,ao-018-billing,billing-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 83",dc2,rack-A,prod,HIST-2026-002
ALM-10412,2026-06-03T02:33:14,OBM,ao-022-charging,charging-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc2,rack-B,prod,HIST-2026-002
ALM-10342,2026-06-03T02:33:22,Prometheus,ao-024-payment,payment-service,4,http_5xx,HTTP 5xx hata orani yuzde 40 seviyesine cikti,dc2,rack-A,prod,HIST-2026-002
ALM-10411,2026-06-03T02:33:24,Zabbix,ao-049-invoice,invoice-batch,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (222 ms),dc1,rack-B,prod,HIST-2026-002
ALM-10502,2026-06-03T02:33:45,OBM,ao-027-order,order-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc1,rack-A,prod,HIST-2026-002
ALM-10422,2026-06-03T02:34:02,Prometheus,ao-019-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 84",dc1,rack-B,prod,HIST-2026-002
ALM-10389,2026-06-03T02:34:11,AppDynamics,ao-023-charging,charging-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc1,rack-C,prod,HIST-2026-002
ALM-10485,2026-06-03T02:34:12,Prometheus,ao-036-billing,billing-db,4,http_5xx,HTTP 5xx hata orani yuzde 64 seviyesine cikti,dc2,rack-A,prod,HIST-2026-002
ALM-10399,2026-06-03T02:34:16,SyslogNG,ao-026-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 582 ms",dc2,rack-C,prod,HIST-2026-002
ALM-10455,2026-06-03T02:34:22,SyslogNG,ao-018-billing,billing-service,4,timeout,billing-db servisine yapilan cagri zaman asimina ugradi (260 ms),dc2,rack-A,prod,HIST-2026-002
ALM-10381,2026-06-03T02:34:25,OBM,ao-035-billing,billing-db,5,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (259 ms),dc1,rack-C,prod,HIST-2026-002
ALM-10435,2026-06-03T02:34:25,SyslogNG,ao-036-billing,billing-db,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (129 ms),dc2,rack-A,prod,HIST-2026-002
ALM-10393,2026-06-03T02:34:26,OBM,ao-020-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 98",dc2,rack-C,prod,HIST-2026-002
ALM-10528,2026-06-03T02:34:26,Zabbix,ao-006-mobile,mobile-bff,1,cert_expiry,Sertifika 28 gun icinde suresi dolacak,dc2,rack-A,prod,HIST-2026-002
ALM-10532,2026-06-03T02:34:33,Zabbix,ao-040-message,message-queue,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 58 saniye",dc2,rack-B,prod,HIST-2026-002
ALM-10366,2026-06-03T02:34:34,Zabbix,ao-021-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 1044 ms",dc1,rack-A,prod,HIST-2026-002
ALM-10425,2026-06-03T02:34:50,OBM,ao-018-billing,billing-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (192 ms),dc2,rack-A,prod,HIST-2026-002
ALM-10427,2026-06-03T02:35:12,OBM,ao-026-payment,payment-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, hata kodu DB-WRITE-07",dc2,rack-C,prod,HIST-2026-002
ALM-10401,2026-06-03T02:35:15,AppDynamics,ao-035-billing,billing-db,4,txn_fail,"Islem basarisiz, hata orani yuzde 81",dc1,rack-C,prod,HIST-2026-002
ALM-10312,2026-06-03T02:35:35,Prometheus,ao-023-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 321 ms",dc1,rack-C,prod,HIST-2026-002
ALM-10326,2026-06-03T02:35:38,OBM,ao-020-billing,billing-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 74",dc2,rack-C,prod,HIST-2026-002
ALM-10409,2026-06-03T02:35:41,OBM,ao-024-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 558 ms",dc2,rack-A,prod,HIST-2026-002
ALM-10402,2026-06-03T02:35:49,Zabbix,ao-025-payment,payment-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (243 ms),dc1,rack-B,prod,HIST-2026-002
ALM-10447,2026-06-03T02:35:56,OBM,ao-022-charging,charging-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 78",dc2,rack-B,prod,HIST-2026-002
ALM-10390,2026-06-03T02:35:57,SyslogNG,ao-022-charging,charging-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 97",dc2,rack-B,prod,HIST-2026-002
ALM-10444,2026-06-03T02:36:02,OBM,ao-026-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 76",dc2,rack-C,prod,HIST-2026-002
ALM-10517,2026-06-03T02:36:02,Zabbix,ao-033-subscriber,subscriber-db,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 96 saniye",dc1,rack-A,prod,HIST-2026-002
ALM-10537,2026-06-03T02:37:11,OBM,ao-008-web,web-bff,2,cert_expiry,Sertifika 28 gun icinde suresi dolacak,dc2,rack-C,prod,HIST-2026-002
ALM-10526,2026-06-03T02:37:53,SyslogNG,ao-050-reconciliation,reconciliation-batch,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 75 dolu",dc2,rack-C,prod,HIST-2026-002
ALM-10527,2026-06-03T02:38:45,SyslogNG,ao-038-cache,cache-cluster,3,network_flap,Arayuz eth0 link durumu 60 kez degisti,dc2,rack-C,prod,HIST-2026-002
ALM-10510,2026-06-03T02:38:57,Prometheus,ao-006-mobile,mobile-bff,3,network_flap,Arayuz eth0 link durumu 56 kez degisti,dc2,rack-A,prod,HIST-2026-002
ALM-10767,2026-07-18T00:42:38,Zabbix,ao-054-payment,payment-provider-gw,2,cert_expiry,Sertifika 31 gun icinde suresi dolacak,dc2,rack-A,prod,HIST-2026-003
ALM-10770,2026-07-18T00:42:38,SyslogNG,ao-044-load,load-balancer,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 80 saniye",dc2,rack-C,prod,HIST-2026-003
ALM-10756,2026-07-18T00:46:49,Zabbix,ao-039-message,message-queue,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 83 saniye",dc1,rack-A,prod,HIST-2026-003
ALM-10540,2026-07-18T00:47:25,Prometheus,ao-013-session,session-service,1,mem_high,Bellek kullanimi yuzde 60,dc1,rack-B,prod,HIST-2026-003
ALM-10539,2026-07-18T00:47:27,AppDynamics,ao-012-session,session-service,1,mem_high,Bellek kullanimi yuzde 60,dc2,rack-A,prod,HIST-2026-003
ALM-10541,2026-07-18T00:47:27,AppDynamics,ao-014-session,session-service,1,mem_high,Bellek kullanimi yuzde 60,dc2,rack-C,prod,HIST-2026-003
ALM-10542,2026-07-18T00:54:12,AppDynamics,ao-012-session,session-service,1,mem_high,Bellek kullanimi yuzde 63,dc2,rack-A,prod,HIST-2026-003
ALM-10544,2026-07-18T00:54:13,Prometheus,ao-014-session,session-service,1,mem_high,Bellek kullanimi yuzde 63,dc2,rack-C,prod,HIST-2026-003
ALM-10543,2026-07-18T00:54:27,AppDynamics,ao-013-session,session-service,1,mem_high,Bellek kullanimi yuzde 63,dc1,rack-B,prod,HIST-2026-003
ALM-10751,2026-07-18T00:56:45,OBM,ao-031-subscriber,subscriber-db,2,network_flap,Arayuz eth0 link durumu 41 kez degisti,dc1,rack-B,prod,HIST-2026-003
ALM-10778,2026-07-18T00:58:48,OBM,ao-046-dns,dns-resolver,2,backup_warn,Yedekleme 73 dakika gecikmeli,dc2,rack-B,prod,HIST-2026-003
ALM-10777,2026-07-18T00:59:54,OBM,ao-026-payment,payment-service,1,network_flap,Arayuz eth0 link durumu 57 kez degisti,dc2,rack-C,prod,HIST-2026-003
ALM-10545,2026-07-18T01:01:04,SyslogNG,ao-012-session,session-service,1,mem_high,Bellek kullanimi yuzde 66,dc2,rack-A,prod,HIST-2026-003
ALM-10547,2026-07-18T01:01:20,Prometheus,ao-014-session,session-service,1,mem_high,Bellek kullanimi yuzde 66,dc2,rack-C,prod,HIST-2026-003
ALM-10546,2026-07-18T01:01:34,Prometheus,ao-013-session,session-service,1,mem_high,Bellek kullanimi yuzde 66,dc1,rack-B,prod,HIST-2026-003
ALM-10764,2026-07-18T01:02:35,Prometheus,ao-040-message,message-queue,1,cert_expiry,Sertifika 39 gun icinde suresi dolacak,dc2,rack-B,prod,HIST-2026-003
ALM-10768,2026-07-18T01:03:37,OBM,ao-022-charging,charging-service,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 77 dolu",dc2,rack-B,prod,HIST-2026-003
ALM-10776,2026-07-18T01:04:30,OBM,ao-034-billing,billing-db,2,backup_warn,Yedekleme 54 dakika gecikmeli,dc2,rack-B,prod,HIST-2026-003
ALM-10746,2026-07-18T01:05:38,OBM,ao-020-billing,billing-service,3,network_flap,Arayuz eth0 link durumu 34 kez degisti,dc2,rack-C,prod,HIST-2026-003
ALM-10753,2026-07-18T01:07:43,SyslogNG,ao-055-sms,sms-gateway,1,ntp_drift,Saat sapmasi 426 ms,dc1,rack-B,prod,HIST-2026-003
ALM-10548,2026-07-18T01:08:07,Zabbix,ao-012-session,session-service,1,mem_high,Bellek kullanimi yuzde 69,dc2,rack-A,prod,HIST-2026-003
ALM-10550,2026-07-18T01:08:25,SyslogNG,ao-014-session,session-service,1,mem_high,Bellek kullanimi yuzde 69,dc2,rack-C,prod,HIST-2026-003
ALM-10549,2026-07-18T01:08:33,Zabbix,ao-013-session,session-service,1,mem_high,Bellek kullanimi yuzde 69,dc1,rack-B,prod,HIST-2026-003
ALM-10630,2026-07-18T01:12:10,OBM,ao-037-cache,cache-cluster,3,http_5xx,HTTP 5xx hata orani yuzde 47 seviyesine cikti,dc1,rack-B,prod,HIST-2026-003
ALM-10760,2026-07-18T01:12:29,AppDynamics,ao-026-payment,payment-service,2,ntp_drift,Saat sapmasi 519 ms,dc2,rack-C,prod,HIST-2026-003
ALM-10680,2026-07-18T01:13:21,OBM,ao-013-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 29 seviyesine cikti,dc1,rack-B,prod,HIST-2026-003
ALM-10708,2026-07-18T01:13:45,Prometheus,ao-007-web,web-bff,2,latency_high,"Yanit suresi p99 esigi asti, 219 ms",dc1,rack-B,prod,HIST-2026-003
ALM-10679,2026-07-18T01:14:35,OBM,ao-006-mobile,mobile-bff,3,gc_pressure,GC duraklama suresi 3008 ms,dc2,rack-A,prod,HIST-2026-003
ALM-10553,2026-07-18T01:15:05,Prometheus,ao-014-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc2,rack-C,prod,HIST-2026-003
ALM-10635,2026-07-18T01:15:08,OBM,ao-038-cache,cache-cluster,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (232 ms),dc2,rack-C,prod,HIST-2026-003
ALM-10552,2026-07-18T01:15:11,Zabbix,ao-013-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc1,rack-B,prod,HIST-2026-003
ALM-10655,2026-07-18T01:15:20,Zabbix,ao-010-auth,auth-service,4,gc_pressure,GC duraklama suresi 3103 ms,dc2,rack-B,prod,HIST-2026-003
ALM-10551,2026-07-18T01:15:22,Zabbix,ao-012-session,session-service,2,mem_high,Bellek kullanimi yuzde 73,dc2,rack-A,prod,HIST-2026-003
ALM-10705,2026-07-18T01:15:23,SyslogNG,ao-007-web,web-bff,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (124 ms),dc1,rack-B,prod,HIST-2026-003
ALM-10743,2026-07-18T01:15:23,SyslogNG,ao-004-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 515 ms",dc2,rack-B,prod,HIST-2026-003
ALM-10595,2026-07-18T01:15:32,Zabbix,ao-014-session,session-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (142 ms),dc2,rack-C,prod,HIST-2026-003
ALM-10706,2026-07-18T01:15:43,OBM,ao-011-auth,auth-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (139 ms),dc1,rack-C,prod,HIST-2026-003
ALM-10772,2026-07-18T01:15:58,Zabbix,ao-054-payment,payment-provider-gw,1,network_flap,Arayuz eth0 link durumu 39 kez degisti,dc2,rack-A,prod,HIST-2026-003
ALM-10682,2026-07-18T01:16:03,Prometheus,ao-006-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 451 ms",dc2,rack-A,prod,HIST-2026-003
ALM-10735,2026-07-18T01:16:28,SyslogNG,ao-038-cache,cache-cluster,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (140 ms),dc2,rack-C,prod,HIST-2026-003
ALM-10627,2026-07-18T01:17:15,AppDynamics,ao-013-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 55 seviyesine cikti,dc1,rack-B,prod,HIST-2026-003
ALM-10759,2026-07-18T01:17:18,Zabbix,ao-044-load,load-balancer,1,backup_warn,Yedekleme 36 dakika gecikmeli,dc2,rack-C,prod,HIST-2026-003
ALM-10720,2026-07-18T01:17:20,Prometheus,ao-004-mobile,mobile-bff,4,gc_pressure,GC duraklama suresi 2734 ms,dc2,rack-B,prod,HIST-2026-003
ALM-10717,2026-07-18T01:17:23,OBM,ao-011-auth,auth-service,3,latency_high,"Yanit suresi p99 esigi asti, 426 ms",dc1,rack-C,prod,HIST-2026-003
ALM-10617,2026-07-18T01:17:37,Zabbix,ao-037-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 90,dc1,rack-B,prod,HIST-2026-003
ALM-10660,2026-07-18T01:17:44,OBM,ao-014-session,session-service,4,http_5xx,HTTP 5xx hata orani yuzde 56 seviyesine cikti,dc2,rack-C,prod,HIST-2026-003
ALM-10644,2026-07-18T01:18:21,Prometheus,ao-037-cache,cache-cluster,3,gc_pressure,GC duraklama suresi 2146 ms,dc1,rack-B,prod,HIST-2026-003
ALM-10657,2026-07-18T01:18:27,OBM,ao-012-session,session-service,4,timeout,session-service servisine yapilan cagri zaman asimina ugradi (163 ms),dc2,rack-A,prod,HIST-2026-003
ALM-10714,2026-07-18T01:18:36,Zabbix,ao-037-cache,cache-cluster,3,http_5xx,HTTP 5xx hata orani yuzde 57 seviyesine cikti,dc1,rack-B,prod,HIST-2026-003
ALM-10650,2026-07-18T01:19:26,OBM,ao-038-cache,cache-cluster,2,latency_high,"Yanit suresi p99 esigi asti, 718 ms",dc2,rack-C,prod,HIST-2026-003
ALM-10621,2026-07-18T01:19:55,SyslogNG,ao-005-mobile,mobile-bff,4,gc_pressure,GC duraklama suresi 2779 ms,dc1,rack-C,prod,HIST-2026-003
ALM-10658,2026-07-18T01:20:17,OBM,ao-038-cache,cache-cluster,3,gc_pressure,GC duraklama suresi 1572 ms,dc2,rack-C,prod,HIST-2026-003
ALM-10662,2026-07-18T01:20:21,AppDynamics,ao-038-cache,cache-cluster,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (184 ms),dc2,rack-C,prod,HIST-2026-003
ALM-10612,2026-07-18T01:21:00,SyslogNG,ao-009-auth,auth-service,4,http_5xx,HTTP 5xx hata orani yuzde 35 seviyesine cikti,dc1,rack-A,prod,HIST-2026-003
ALM-10607,2026-07-18T01:21:32,Zabbix,ao-009-auth,auth-service,3,thread_pool,Thread pool doluluk yuzde 96,dc1,rack-A,prod,HIST-2026-003
ALM-10683,2026-07-18T01:21:40,SyslogNG,ao-037-cache,cache-cluster,3,thread_pool,Thread pool doluluk yuzde 98,dc1,rack-B,prod,HIST-2026-003
ALM-10774,2026-07-18T01:21:42,SyslogNG,ao-003-api,api-gateway,2,ntp_drift,Saat sapmasi 790 ms,dc1,rack-A,prod,HIST-2026-003
ALM-10554,2026-07-18T01:22:07,Prometheus,ao-012-session,session-service,2,mem_high,Bellek kullanimi yuzde 77,dc2,rack-A,prod,HIST-2026-003
ALM-10555,2026-07-18T01:22:07,Prometheus,ao-013-session,session-service,2,mem_high,Bellek kullanimi yuzde 77,dc1,rack-B,prod,HIST-2026-003
